--- TYPE OVERLAP MATRIX: ---
--,	Human,	Spirit,	Zombie,	Elf,	Beast,	Goblin,	Vampire,	Dragon,	Bird,	Horror,	Cat,	Merfolk,	Angel,	Insect,	Giant,	Eldrazi,	Dinosaur,	Snake,	Werewolf,	Lizard,	Dog,	Ogre,	Dwarf,	Sliver,	Wurm,	Minotaur,	Drake,	Treefolk,	Orc,	Rat,	Spider,	Kor,	Elephant,	Wolf,	Faerie,	Sphinx,	Centaur,	Vedalken,	Frog,	Hydra,	Kithkin,	Djinn,	Devil,	God,	Rhino,	Troll,	Ninja,	Boar,	Dryad,	Fish,	Horse,	Peasant,	Bat,	Fox,	Myr,	Imp,	Bear,	Octopus,	Turtle,	Squirrel,	Wizard,	Warrior,	Soldier,	Cleric,	Rogue,	Shaman,	Knight,	Druid,	Scout,	Artificer,	Pirate,	Warlock,	Wall,	Monk,	Assassin,	Berserker,	Advisor,	Archer,	Detective,	Mercenary,	Samurai,	Citizen,	Ranger,	Rebel,	Spellshaper,	Barbarian,	Pilot,	Elemental,	Phyrexian,	Demon,	Noble,	Shapeshifter,	Avatar,	Illusion,	Ally,	Nightmare,	Plant,	Mutant,	Fungus,	Robot,	Minion,	Lord
Ranger,	29,	0,	0,	16,	0,	0,	0,	2,	0,	-1,	2,	0,	0,	0,	0,	0,	0,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	-1,	0,	-1,	3,	5,	0,	0,	0,	2,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	61,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Rebel,	40,	0,	0,	0,	0,	0,	0,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	5,	2,	0,	3,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	58,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0
Spellshaper,	37,	0,	0,	3,	0,	2,	0,	0,	0,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	57,	0,	0,	0,	-1,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	-1,	0
Barbarian,	29,	0,	2,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	43,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0
Pilot,	15,	0,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	-1,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	-1
Elemental,	0,	14,	2,	0,	15,	0,	0,	0,	4,	4,	15,	0,	0,	2,	3,	0,	5,	2,	0,	4,	16,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	4,	0,	0,	0,	0,	0,	2,	0,	0,	0,	5,	22,	5,	0,	2,	31,	7,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	594,	0,	0,	0,	2,	4,	0,	0,	2,	11,	0,	0,	0,	0,	0
Phyrexian,	28,	0,	37,	17,	27,	7,	-1,	5,	8,	52,	5,	2,	10,	16,	3,	0,	3,	3,	0,	0,	9,	2,	0,	0,	6,	0,	6,	0,	0,	6,	2,	2,	2,	0,	0,	3,	0,	2,	0,	2,	0,	0,	0,	0,	0,	2,	0,	2,	0,	0,	0,	0,	2,	2,	6,	9,	0,	0,	0,	0,	16,	24,	10,	29,	3,	2,	14,	4,	3,	0,	0,	3,	0,	0,	4,	0,	2,	0,	-1,	7,	2,	-1,	0,	0,	-1,	0,	0,	0,	465,	0,	2,	5,	0,	-1,	0,	0,	0,	0,	2,	0,	9,	0
Demon,	0,	13,	0,	0,	2,	0,	4,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	3,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	213,	2,	0,	3,	0,	0,	0,	0,	0,	-1,	0,	2,	0
Noble,	43,	2,	2,	22,	4,	2,	26,	3,	4,	0,	0,	5,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	-1,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	2,	147,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2
Shapeshifter,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	2,	5,	0,	0,	140,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Avatar,	0,	10,	0,	0,	0,	0,	0,	-1,	0,	9,	3,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	12,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	4,	0,	3,	0,	0,	117,	0,	0,	0,	0,	0,	0,	0,	0,	0
Illusion,	0,	0,	0,	0,	0,	0,	0,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	99,	0,	0,	0,	0,	0,	0,	0,	0
Ally,	35,	0,	0,	14,	0,	7,	10,	0,	0,	0,	0,	5,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	15,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	17,	13,	7,	4,	11,	5,	3,	8,	3,	0,	0,	0,	0,	2,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	-1,	-1,	0,	0,	0,	0,	0,	0,	0,	96,	0,	0,	0,	0,	0,	0,	0
Nightmare,	0,	0,	0,	0,	12,	0,	0,	-1,	2,	11,	6,	0,	0,	0,	0,	0,	2,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	90,	0,	0,	0,	0,	0,	0
Plant,	0,	0,	6,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	4,	0,	0,	0,	0,	14,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	11,	0,	0,	0,	0,	0,	0,	0,	0,	84,	2,	0,	0,	0,	0
Mutant,	10,	0,	9,	5,	5,	8,	0,	0,	2,	0,	0,	2,	0,	4,	0,	0,	2,	0,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	7,	4,	0,	0,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	-1,	0,	0,	0,	0
Fungus,	0,	0,	3,	0,	5,	0,	0,	-1,	0,	3,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	70,	0,	0,	-1
Robot,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	53,	0,	0
Minion,	17,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	-1,	0,	0,	0,	9,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	43,	0
Lord,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	27

Sorted:
