--- TYPE COLOR TABLE: ---
Name,	,	W,	U,	B,	R,	G,	WU,	UB,	BR,	RG,	GW,	WB,	UR,	BG,	RW,	GU,	WUB,	UBR,	BRG,	RGW,	GWU,	WBG,	URW,	BGU,	RWB,	GUR,	WUBR,	UBRG,	BRGW,	RGWU,	GWUB,	WUBRG,	Total
Dinosaur,	188,	-1,	25,	-1,	6,	51,	76,	0,	0,	0,	11,	4,	0,	0,	2,	6,	2,	0,	0,	0,	3,	0,	0,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0
Snake,	174,	7,	0,	26,	29,	2,	90,	0,	0,	0,	2,	0,	0,	0,	2,	0,	11,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0
Pirate,	169,	0,	0,	66,	26,	50,	0,	0,	7,	3,	0,	0,	0,	13,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Golem,	156,	143,	5,	0,	2,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Werewolf,	149,	8,	0,	0,	9,	59,	63,	0,	0,	0,	10,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Noble,	142,	0,	21,	14,	30,	7,	14,	6,	4,	8,	0,	6,	7,	0,	2,	5,	9,	0,	4,	2,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0
Warlock,	141,	0,	5,	5,	79,	9,	5,	0,	3,	5,	0,	2,	11,	2,	11,	0,	0,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Lizard,	140,	3,	0,	4,	10,	90,	-1,	0,	0,	7,	4,	0,	0,	4,	4,	2,	6,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Dog,	138,	11,	36,	5,	16,	33,	29,	0,	0,	3,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Shapeshifter,	134,	20,	8,	60,	10,	5,	11,	0,	9,	0,	-1,	0,	0,	5,	0,	0,	5,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Wall,	133,	27,	32,	35,	18,	21,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Monk,	132,	2,	49,	21,	0,	16,	26,	4,	0,	0,	0,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	10,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ogre,	131,	0,	2,	0,	34,	74,	4,	0,	0,	9,	4,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Assassin,	130,	0,	0,	4,	78,	6,	2,	0,	13,	5,	0,	0,	2,	2,	4,	6,	0,	0,	4,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0
Berserker,	127,	0,	0,	0,	22,	82,	9,	0,	0,	6,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Advisor,	124,	0,	33,	30,	8,	6,	10,	9,	4,	0,	2,	2,	13,	0,	0,	2,	3,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0
Dwarf,	123,	0,	44,	0,	4,	60,	3,	0,	0,	0,	0,	0,	0,	0,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Adventure,	121,	0,	23,	28,	19,	22,	29,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Sliver,	116,	4,	22,	15,	15,	21,	18,	2,	2,	2,	2,	2,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6
Wurm,	110,	5,	2,	3,	9,	4,	75,	0,	0,	0,	7,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Minotaur,	109,	0,	0,	0,	14,	77,	0,	0,	0,	6,	3,	0,	0,	2,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Avatar,	108,	3,	18,	13,	16,	9,	18,	0,	2,	6,	2,	2,	0,	2,	2,	0,	3,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9
Drake,	105,	2,	0,	76,	6,	6,	3,	4,	2,	0,	0,	0,	0,	4,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Archer,	104,	0,	17,	2,	6,	13,	53,	0,	0,	2,	3,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Treefolk,	104,	0,	3,	0,	5,	0,	82,	0,	0,	0,	0,	4,	0,	0,	8,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Orc,	103,	0,	6,	3,	28,	48,	0,	0,	0,	7,	-1,	0,	-1,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	5,	0,	0,	0,	0,	0,	0,	0
Rat,	102,	0,	0,	6,	86,	0,	0,	0,	5,	3,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Illusion,	96,	0,	2,	89,	3,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ally,	91,	0,	27,	8,	16,	16,	13,	0,	0,	0,	0,	3,	2,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Nightmare,	88,	0,	5,	18,	36,	8,	0,	0,	6,	3,	0,	0,	2,	0,	4,	0,	0,	0,	0,	0,	0,	0,	3,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0
Spider,	84,	4,	0,	0,	4,	0,	65,	0,	0,	0,	2,	2,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Kor,	83,	0,	71,	2,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Elephant,	82,	3,	34,	0,	0,	2,	36,	0,	0,	0,	0,	5,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Wolf,	80,	0,	0,	0,	3,	20,	55,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Faerie,	79,	0,	11,	0,	26,	2,	13,	3,	15,	0,	0,	0,	0,	2,	0,	0,	4,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Sphinx,	78,	3,	0,	57,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Plant,	77,	0,	0,	2,	2,	0,	62,	0,	0,	0,	0,	0,	0,	0,	8,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Centaur,	75,	0,	6,	0,	2,	0,	53,	0,	0,	0,	6,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Vedalken,	74,	0,	0,	57,	0,	0,	0,	5,	2,	0,	0,	0,	0,	3,	0,	0,	5,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Detective,	73,	0,	11,	19,	6,	3,	8,	6,	6,	0,	0,	0,	0,	3,	0,	3,	6,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Mercenary,	70,	0,	7,	2,	36,	13,	3,	0,	0,	7,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Samurai,	70,	0,	31,	0,	10,	19,	5,	0,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Drone,	68,	5,	0,	21,	13,	10,	13,	0,	2,	2,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Mutant,	68,	0,	0,	17,	0,	0,	28,	0,	2,	0,	0,	0,	0,	3,	3,	0,	12,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0
Frog,	66,	5,	0,	14,	10,	0,	22,	0,	0,	0,	0,	0,	0,	0,	5,	0,	10,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Fungus,	66,	0,	0,	0,	13,	0,	43,	0,	0,	0,	0,	0,	0,	0,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0
Citizen,	63,	0,	16,	3,	6,	10,	16,	0,	0,	0,	0,	6,	0,	0,	0,	2,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Hydra,	63,	0,	0,	0,	0,	6,	48,	0,	0,	0,	3,	2,	0,	0,	2,	0,	4,	0,	0,	-1,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Kithkin,	61,	0,	49,	2,	0,	0,	2,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Djinn,	60,	0,	0,	37,	5,	7,	3,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0
Devil,	59,	0,	0,	0,	4,	43,	0,	0,	0,	10,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ranger,	58,	0,	8,	3,	0,	2,	34,	0,	0,	0,	2,	7,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Rebel,	58,	0,	43,	2,	6,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Spellshaper,	57,	2,	10,	11,	11,	12,	11,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
God,	56,	-1,	0,	8,	9,	9,	8,	3,	3,	2,	3,	0,	3,	2,	0,	2,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2
Rhino,	55,	2,	14,	0,	0,	0,	27,	0,	0,	0,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Troll,	54,	0,	0,	0,	4,	5,	32,	0,	0,	0,	2,	0,	0,	0,	11,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ninja,	53,	0,	0,	19,	20,	0,	5,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Griffin,	51,	0,	45,	3,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ooze,	51,	0,	0,	0,	8,	4,	29,	0,	0,	0,	0,	0,	0,	0,	3,	0,	4,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0
Serpent,	50,	0,	0,	41,	0,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Boar,	49,	3,	0,	0,	2,	14,	25,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Dryad,	49,	0,	0,	0,	0,	0,	39,	0,	0,	0,	0,	8,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Fish,	47,	3,	0,	36,	2,	2,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Horse,	47,	6,	10,	7,	10,	6,	8,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Robot,	46,	8,	14,	8,	2,	9,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0
Scarecrow,	45,	40,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Kavu,	44,	0,	0,	0,	0,	22,	16,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Peasant,	44,	0,	18,	2,	5,	7,	8,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Bat,	43,	0,	5,	0,	34,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Fox,	43,	3,	38,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Myr,	43,	41,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Barbarian,	42,	0,	0,	0,	2,	35,	2,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Imp,	41,	0,	0,	0,	38,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Minion,	41,	0,	0,	0,	38,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Bear,	40,	0,	0,	0,	0,	0,	40,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Octopus,	40,	0,	0,	35,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Turtle,	40,	0,	0,	21,	2,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Crab,	39,	2,	0,	30,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Elder,	39,	0,	2,	2,	5,	3,	3,	0,	0,	3,	2,	0,	0,	0,	2,	2,	2,	2,	2,	2,	3,	2,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0
Ape,	37,	2,	0,	0,	2,	8,	25,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Halfling,	37,	0,	11,	0,	8,	0,	8,	0,	0,	0,	0,	6,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Tyranid,	37,	0,	0,	2,	0,	4,	16,	0,	0,	0,	3,	0,	0,	3,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0
Phoenix,	36,	0,	0,	0,	0,	36,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Squirrel,	34,	0,	2,	0,	9,	0,	17,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Elk,	33,	0,	8,	3,	0,	0,	22,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Gargoyle,	33,	13,	12,	2,	0,	2,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Satyr,	33,	0,	0,	0,	2,	13,	18,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Shade,	32,	0,	0,	0,	32,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Bard,	31,	0,	5,	0,	0,	9,	11,	0,	0,	2,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Crocodile,	31,	0,	0,	3,	12,	0,	14,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Cyclops,	31,	0,	0,	0,	2,	24,	0,	0,	0,	0,	3,	0,	0,	3,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Pilot,	31,	0,	11,	5,	2,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Gnome,	30,	13,	6,	4,	0,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0
Moonfolk,	30,	0,	0,	28,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Unicorn,	30,	0,	24,	0,	0,	0,	2,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Nomad,	28,	0,	20,	0,	0,	6,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Mount,	27,	0,	10,	0,	0,	5,	9,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Rabbit,	27,	0,	15,	0,	0,	0,	8,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Alien,	26,	0,	2,	8,	5,	3,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Efreet,	26,	0,	0,	5,	0,	15,	2,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Homunculus,	26,	2,	2,	22,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Kraken,	26,	0,	0,	24,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Specter,	25,	0,	0,	0,	21,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Gorgon,	24,	0,	0,	0,	18,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Jackal,	24,	0,	0,	0,	5,	14,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Lord,	24,	0,	0,	0,	0,	0,	0,	6,	3,	2,	0,	0,	0,	4,	0,	2,	4,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Thrull,	24,	0,	3,	0,	16,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Time,	24,	0,	0,	0,	0,	0,	0,	6,	3,	2,	0,	0,	0,	4,	0,	2,	4,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Necron,	23,	0,	0,	0,	23,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Otter,	22,	0,	0,	9,	0,	6,	0,	0,	0,	0,	0,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Ox,	22,	0,	12,	0,	0,	6,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Raccoon,	22,	0,	0,	0,	0,	7,	11,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Siren,	22,	0,	0,	20,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Equipment,	21,	0,	4,	4,	3,	8,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Hellion,	21,	0,	0,	0,	0,	17,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Mouse,	21,	0,	11,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Pegasus,	21,	0,	21,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Employee,	20,	0,	4,	2,	5,	5,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Juggernaut,	20,	20,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Archon,	19,	0,	15,	0,	0,	0,	0,	2,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Chimera,	19,	6,	0,	5,	0,	0,	4,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Performer,	19,	0,	4,	6,	0,	3,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Thopter,	19,	17,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Cyborg,	18,	0,	14,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Guest,	18,	0,	2,	3,	6,	4,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Incarnation,	18,	0,	5,	3,	3,	3,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Leviathan,	18,	0,	0,	17,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1
Omen,	18,	0,	3,	4,	4,	3,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Praetor,	18,	0,	3,	3,	6,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Aetherborn,	17,	0,	0,	0,	17,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Astartes,	17,	0,	5,	0,	3,	5,	0,	0,	0,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Nymph,	17,	0,	3,	4,	3,	3,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
